"timestamp" "bugsigdb_signatures_genus_metaphlan_exact.gmt" "bugsigdb_signatures_genus_metaphlan.gmt" "bugsigdb_signatures_genus_ncbi_exact.gmt" "bugsigdb_signatures_genus_ncbi.gmt" "bugsigdb_signatures_genus_taxname_exact.gmt" "bugsigdb_signatures_genus_taxname.gmt" "bugsigdb_signatures_mixed_metaphlan.gmt" "bugsigdb_signatures_mixed_ncbi.gmt" "bugsigdb_signatures_mixed_taxname.gmt" "bugsigdb_signatures_species_metaphlan_exact.gmt" "bugsigdb_signatures_species_metaphlan.gmt" "bugsigdb_signatures_species_ncbi_exact.gmt" "bugsigdb_signatures_species_ncbi.gmt" "bugsigdb_signatures_species_taxname_exact.gmt" "bugsigdb_signatures_species_taxname.gmt" "exp.csv" "full_dump.csv" "sig.csv" "stud.csv"
"2026-06-28_12:20_UTC" 9303 9310 9303 9310 9303 9310 13411 13411 13411 6074 6074 6074 6074 6074 6074 8886 14998 14168 2247
"2026-06-28_13:25_UTC" 9303 9310 9303 9310 9303 9310 13412 13412 13412 6075 6075 6075 6075 6075 6075 8887 14999 14170 2247
"2026-06-28_14:28_UTC" 9303 9310 9303 9310 9303 9310 13414 13414 13414 6077 6077 6077 6077 6077 6077 8887 15001 14172 2247
"2026-06-28_15:23_UTC" 9303 9310 9303 9310 9303 9310 13414 13414 13414 6077 6077 6077 6077 6077 6077 8887 15001 14172 2247
"2026-06-28_16:21_UTC" 9303 9310 9303 9310 9303 9310 13414 13414 13414 6079 6079 6079 6079 6079 6079 8887 15001 14172 2248
"2026-06-28_17:22_UTC" 9302 9309 9302 9309 9302 9309 13413 13413 13413 6079 6079 6079 6079 6079 6079 8887 15000 14171 2248
"2026-06-28_19:24_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6081 6081 6081 6081 6081 6081 8892 15010 14181 2248
"2026-06-28_20:21_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6081 6081 6081 6081 6081 6081 8892 15010 14181 2248
"2026-06-28_21:18_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6081 6081 6081 6081 6081 6081 8892 15010 14181 2248
"2026-06-28_22:16_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6081 6081 6081 6081 6081 6081 8892 15010 14181 2248
"2026-06-28_23:18_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6081 6081 6081 6081 6081 6081 8892 15010 14181 2248
"2026-06-29_00:19_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6081 6081 6081 6081 6081 6081 8892 15010 14181 2248
"2026-06-29_01:38_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6081 6081 6081 6081 6081 6081 8892 15010 14181 2248
"2026-06-29_02:55_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6081 6081 6081 6081 6081 6081 8892 15010 14181 2248
"2026-06-29_04:31_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6081 6081 6081 6081 6081 6081 8892 15010 14181 2248
"2026-06-29_06:26_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6081 6081 6081 6081 6081 6081 8892 15010 14181 2248
"2026-06-29_08:34_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6080 6080 6080 6080 6080 6080 8892 15010 14181 2248
"2026-06-29_10:26_UTC" 9310 9317 9310 9317 9310 9317 13421 13421 13421 6079 6079 6079 6079 6079 6079 8892 15010 14181 2248
"2026-06-29_12:25_UTC" 9308 9315 9308 9315 9308 9315 13419 13419 13419 6078 6078 6078 6078 6078 6078 8892 15008 14179 2248
"2026-06-29_14:18_UTC" 9308 9315 9308 9315 9308 9315 13419 13419 13419 6078 6078 6078 6078 6078 6078 8892 15008 14179 2248
"2026-06-29_16:14_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14178 2248
"2026-06-29_17:48_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14178 2248
"2026-06-29_18:33_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14178 2248
"2026-06-29_19:28_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14178 2248
"2026-06-29_20:32_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14180 2248
"2026-06-29_21:25_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14181 2248
"2026-06-29_22:19_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14184 2248
"2026-06-29_23:16_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14184 2248
"2026-06-30_00:18_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14184 2248
"2026-06-30_01:34_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14184 2248
"2026-06-30_02:55_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14184 2248
"2026-06-30_04:25_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14184 2248
"2026-06-30_06:22_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14184 2248
"2026-06-30_08:07_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14184 2248
"2026-06-30_10:08_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14184 2248
"2026-06-30_11:50_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14185 2248
"2026-06-30_12:32_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14188 2248
"2026-06-30_13:30_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14190 2248
"2026-06-30_14:45_UTC" 9307 9314 9307 9314 9307 9314 13418 13418 13418 6078 6078 6078 6078 6078 6078 8892 15007 14192 2248
"2026-06-30_15:44_UTC" 9307 9314 9307 9314 9307 9314 13420 13420 13420 6078 6078 6078 6078 6078 6078 8892 15007 14195 2248
"2026-06-30_16:38_UTC" 9307 9314 9307 9314 9307 9314 13420 13420 13420 6078 6078 6078 6078 6078 6078 8892 15007 14198 2248
"2026-06-30_17:31_UTC" 9307 9314 9307 9314 9307 9314 13421 13421 13421 6080 6080 6080 6080 6080 6080 8892 15007 14199 2248
"2026-06-30_18:27_UTC" 9306 9313 9306 9313 9306 9313 13420 13420 13420 6080 6080 6080 6080 6080 6080 8892 15007 14200 2248
"2026-06-30_19:27_UTC" 9303 9310 9303 9310 9303 9310 13418 13418 13418 6079 6079 6079 6079 6079 6079 8892 15007 14200 2248
"2026-06-30_20:33_UTC" 9303 9310 9303 9310 9303 9310 13418 13418 13418 6079 6079 6079 6079 6079 6079 8892 15007 14200 2248
"2026-06-30_21:25_UTC" 9303 9310 9303 9310 9303 9310 13418 13418 13418 6079 6079 6079 6079 6079 6079 8892 15007 14200 2248
"2026-06-30_22:21_UTC" 9303 9310 9303 9310 9303 9310 13418 13418 13418 6079 6079 6079 6079 6079 6079 8892 15007 14200 2248
"2026-06-30_23:22_UTC" 9304 9311 9304 9311 9304 9311 13419 13419 13419 6080 6080 6080 6080 6080 6080 8892 15008 14201 2248
"2026-07-01_00:19_UTC" 9304 9311 9304 9311 9304 9311 13419 13419 13419 6080 6080 6080 6080 6080 6080 8892 15008 14201 2248
"2026-07-01_01:39_UTC" 9304 9311 9304 9311 9304 9311 13419 13419 13419 6080 6080 6080 6080 6080 6080 8892 15008 14201 2248
"2026-07-01_02:55_UTC" 9304 9311 9304 9311 9304 9311 13419 13419 13419 6080 6080 6080 6080 6080 6080 8892 15008 14201 2248
"2026-07-01_04:31_UTC" 9304 9311 9304 9311 9304 9311 13419 13419 13419 6080 6080 6080 6080 6080 6080 8892 15008 14201 2248
"2026-07-01_06:25_UTC" 9304 9311 9304 9311 9304 9311 13419 13419 13419 6080 6080 6080 6080 6080 6080 8892 15008 14201 2248
"2026-07-01_08:20_UTC" 9304 9311 9304 9311 9304 9311 13419 13419 13419 6080 6080 6080 6080 6080 6080 8892 15008 14201 2248
"2026-07-01_10:16_UTC" 9304 9311 9304 9311 9304 9311 13418 13418 13418 6079 6079 6079 6079 6079 6079 8892 15007 14199 2248
"2026-07-01_11:55_UTC" 9304 9311 9304 9311 9304 9311 13412 13412 13412 6073 6073 6073 6073 6073 6073 8892 15001 14194 2248
"2026-07-01_12:57_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6075 6075 6075 6075 6075 6075 8892 15003 14197 2248
"2026-07-01_14:53_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14197 2248
"2026-07-01_15:49_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14199 2248
"2026-07-01_16:42_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14199 2248
"2026-07-01_17:33_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14199 2248
"2026-07-01_18:32_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14199 2248
"2026-07-01_19:26_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14200 2248
"2026-07-01_20:30_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14204 2248
"2026-07-01_21:25_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14208 2248
"2026-07-01_22:23_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14208 2248
"2026-07-01_23:23_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14208 2248
"2026-07-02_00:19_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14208 2248
"2026-07-02_01:35_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14208 2248
"2026-07-02_02:55_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14208 2248
"2026-07-02_04:23_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14208 2248
"2026-07-02_06:13_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14208 2248
"2026-07-02_07:58_UTC" 9304 9311 9304 9311 9304 9311 13414 13414 13414 6076 6076 6076 6076 6076 6076 8892 15003 14208 2248
"2026-07-02_09:59_UTC" 9305 9312 9305 9312 9305 9312 13410 13410 13410 6073 6073 6073 6073 6073 6073 8892 14999 14209 2248
"2026-07-02_10:56_UTC" 9303 9310 9303 9310 9303 9310 13410 13410 13410 6074 6074 6074 6074 6074 6074 8892 14999 14210 2248
"2026-07-02_11:47_UTC" 9303 9310 9303 9310 9303 9310 13410 13410 13410 6074 6074 6074 6074 6074 6074 8892 14999 14210 2248
"2026-07-02_12:32_UTC" 9303 9310 9303 9310 9303 9310 13410 13410 13410 6074 6074 6074 6074 6074 6074 8892 14999 14210 2248
"2026-07-02_13:26_UTC" 9303 9310 9303 9310 9303 9310 13410 13410 13410 6074 6074 6074 6074 6074 6074 8892 14999 14210 2248
"2026-07-02_14:39_UTC" 9300 9307 9300 9307 9300 9307 13405 13405 13405 6072 6072 6072 6072 6072 6072 8892 14994 14205 2248
"2026-07-02_15:40_UTC" 9300 9307 9300 9307 9300 9307 13405 13405 13405 6072 6072 6072 6072 6072 6072 8892 14994 14205 2248
"2026-07-02_16:30_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6094 6094 6094 6094 6094 6094 8919 15032 14205 2256
"2026-07-02_17:26_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8919 15032 14205 2256
"2026-07-02_18:25_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8919 15032 14205 2256
"2026-07-02_19:24_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8919 15032 14205 2256
"2026-07-02_20:23_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8919 15032 14205 2256
"2026-07-02_21:20_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8919 15032 14205 2256
"2026-07-02_22:18_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8920 15032 14205 2257
"2026-07-02_23:20_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8922 15032 14207 2257
"2026-07-03_00:18_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8922 15032 14207 2257
"2026-07-03_01:27_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8922 15032 14207 2257
"2026-07-03_02:54_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8922 15032 14207 2257
"2026-07-03_04:16_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8922 15032 14207 2257
"2026-07-03_06:09_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8922 15032 14207 2257
"2026-07-03_07:56_UTC" 9319 9326 9319 9326 9319 9326 13442 13442 13442 6092 6092 6092 6092 6092 6092 8922 15032 14207 2257
"2026-07-03_09:05_UTC" 9321 9328 9321 9328 9321 9328 13444 13444 13444 6094 6094 6094 6094 6094 6094 8922 15033 14207 2257
"2026-07-03_11:43_UTC" 9321 9328 9321 9328 9321 9328 13444 13444 13444 6094 6094 6094 6094 6094 6094 8922 15033 14207 2257
"2026-07-03_12:30_UTC" 9321 9328 9321 9328 9321 9328 13444 13444 13444 6095 6095 6095 6095 6095 6095 8922 15033 14207 2257
"2026-07-03_14:40_UTC" 9321 9328 9321 9328 9321 9328 13444 13444 13444 6094 6094 6094 6094 6094 6094 8922 15033 14208 2257
"2026-07-03_15:36_UTC" 9323 9330 9323 9330 9323 9330 13446 13446 13446 6094 6094 6094 6094 6094 6094 8922 15035 14208 2257
"2026-07-03_16:24_UTC" 9323 9330 9323 9330 9323 9330 13447 13447 13447 6095 6095 6095 6095 6095 6095 8922 15036 14209 2257
"2026-07-03_18:21_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14213 2257
"2026-07-03_20:21_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14213 2257
"2026-07-03_22:17_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14216 2257
"2026-07-03_23:18_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14216 2257
"2026-07-04_01:27_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14216 2257
"2026-07-04_02:54_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14216 2257
"2026-07-04_04:13_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14216 2257
"2026-07-04_07:53_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_08:50_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_09:38_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_10:35_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_11:25_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_12:17_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_13:24_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14214 2257
"2026-07-04_14:25_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14214 2257
"2026-07-04_15:20_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14214 2257
"2026-07-04_16:16_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14214 2257
"2026-07-04_18:15_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-04_19:23_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-04_20:16_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-04_21:15_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-04_22:14_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-04_23:15_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-05_00:15_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14217 2257
"2026-07-05_01:28_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_02:55_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_04:22_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_06:16_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_07:55_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_09:00_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_11:25_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_12:22_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_14:26_UTC" 9321 9328 9321 9328 9321 9328 13453 13453 13453 6100 6100 6100 6100 6100 6100 8927 15042 14218 2257
"2026-07-05_15:22_UTC" 9321 9328 9321 9328 9321 9328 13453 13453 13453 6100 6100 6100 6100 6100 6100 8927 15042 14218 2257
"2026-07-05_16:18_UTC" 9321 9328 9321 9328 9321 9328 13453 13453 13453 6100 6100 6100 6100 6100 6100 8927 15042 14218 2257
"2026-07-05_19:24_UTC" 9321 9328 9321 9328 9321 9328 13453 13453 13453 6100 6100 6100 6100 6100 6100 8928 15043 14218 2258
"2026-07-05_21:18_UTC" 9322 9329 9322 9329 9322 9329 13455 13455 13455 6100 6100 6100 6100 6100 6100 8930 15045 14222 2258
"2026-07-05_23:17_UTC" 9325 9332 9325 9332 9325 9332 13458 13458 13458 6104 6104 6104 6104 6104 6104 8931 15047 14225 2258
"2026-07-06_00:16_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_01:28_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_02:55_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_04:27_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_06:25_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_10:24_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_12:16_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2259
"2026-07-06_14:08_UTC" 9330 9337 9330 9337 9330 9337 13462 13462 13462 6108 6108 6108 6108 6108 6108 8934 15052 14229 2259
"2026-07-06_16:04_UTC" 9333 9340 9333 9340 9333 9340 13465 13465 13465 6110 6110 6110 6110 6110 6110 8934 15054 14232 2259
"2026-07-06_17:49_UTC" 9333 9340 9333 9340 9333 9340 13465 13465 13465 6110 6110 6110 6110 6110 6110 8934 15054 14232 2259
"2026-07-06_18:32_UTC" 9333 9340 9333 9340 9333 9340 13465 13465 13465 6110 6110 6110 6110 6110 6110 8934 15054 14232 2259
"2026-07-06_20:33_UTC" 9338 9345 9338 9345 9338 9345 13470 13470 13470 6112 6112 6112 6112 6112 6112 8936 15059 14235 2259
"2026-07-06_21:25_UTC" 9343 9350 9343 9350 9343 9350 13481 13481 13481 6122 6122 6122 6122 6122 6122 8945 15072 14245 2259
"2026-07-06_23:20_UTC" 9352 9359 9352 9359 9352 9359 13499 13499 13499 6137 6137 6137 6137 6137 6137 8955 15090 14263 2259
"2026-07-07_01:28_UTC" 9352 9359 9352 9359 9352 9359 13499 13499 13499 6137 6137 6137 6137 6137 6137 8955 15090 14263 2259
"2026-07-07_04:20_UTC" 9352 9359 9352 9359 9352 9359 13499 13499 13499 6137 6137 6137 6137 6137 6137 8955 15090 14263 2259
"2026-07-07_06:18_UTC" 9352 9359 9352 9359 9352 9359 13499 13499 13499 6137 6137 6137 6137 6137 6137 8955 15090 14263 2259
"2026-07-07_08:03_UTC" 9352 9359 9352 9359 9352 9359 13499 13499 13499 6137 6137 6137 6137 6137 6137 8955 15090 14263 2259
"2026-07-07_10:07_UTC" 9351 9358 9351 9358 9351 9358 13497 13497 13497 6136 6136 6136 6136 6136 6136 8955 15089 14261 2259
"2026-07-07_12:43_UTC" 9351 9358 9351 9358 9351 9358 13497 13497 13497 6135 6135 6135 6135 6135 6135 8956 15090 14261 2259
"2026-07-07_13:37_UTC" 9351 9358 9351 9358 9351 9358 13497 13497 13497 6135 6135 6135 6135 6135 6135 8956 15090 14261 2259
"2026-07-07_14:53_UTC" 9352 9359 9352 9359 9352 9359 13498 13498 13498 6135 6135 6135 6135 6135 6135 8957 15091 14262 2259
"2026-07-07_17:35_UTC" 9354 9361 9354 9361 9354 9361 13500 13500 13500 6136 6136 6136 6136 6136 6136 8960 15092 14264 2259
"2026-07-07_19:28_UTC" 9356 9363 9356 9363 9356 9363 13502 13502 13502 6138 6138 6138 6138 6138 6138 8960 15094 14268 2259
"2026-07-07_20:31_UTC" 9358 9365 9358 9365 9358 9365 13504 13504 13504 6140 6140 6140 6140 6140 6140 8960 15096 14270 2259
"2026-07-08_01:26_UTC" 9358 9365 9358 9365 9358 9365 13504 13504 13504 6140 6140 6140 6140 6140 6140 8960 15096 14270 2259
"2026-07-08_02:54_UTC" 9358 9365 9358 9365 9358 9365 13504 13504 13504 6140 6140 6140 6140 6140 6140 8960 15096 14270 2259
"2026-07-08_07:43_UTC" 9358 9365 9358 9365 9358 9365 13516 13516 13516 6150 6150 6150 6150 6150 6150 8961 15109 14282 2259
"2026-07-08_08:45_UTC" 9358 9365 9358 9365 9358 9365 13516 13516 13516 6150 6150 6150 6150 6150 6150 8961 15109 14282 2259
"2026-07-08_09:42_UTC" 9357 9364 9357 9364 9357 9364 13516 13516 13516 6150 6150 6150 6150 6150 6150 8961 15109 14282 2259
"2026-07-08_10:37_UTC" 9357 9364 9357 9364 9357 9364 13518 13518 13518 6150 6150 6150 6150 6150 6150 8963 15111 14284 2259
"2026-07-08_11:31_UTC" 9357 9364 9357 9364 9357 9364 13514 13514 13514 6146 6146 6146 6146 6146 6146 8962 15107 14280 2259
"2026-07-08_17:25_UTC" 9358 9365 9358 9365 9358 9365 13515 13515 13515 6148 6148 6148 6148 6148 6148 8962 15109 14280 2259
"2026-07-08_19:24_UTC" 9358 9365 9358 9365 9358 9365 13515 13515 13515 6148 6148 6148 6148 6148 6148 8962 15109 14280 2259
"2026-07-08_22:17_UTC" 9363 9370 9363 9370 9363 9370 13526 13526 13526 6156 6156 6156 6156 6156 6156 8965 15121 14290 2259
"2026-07-08_23:21_UTC" 9363 9370 9363 9370 9363 9370 13526 13526 13526 6156 6156 6156 6156 6156 6156 8966 15122 14290 2259
"2026-07-09_18:30_UTC" 9367 9374 9367 9374 9367 9374 13535 13535 13535 6162 6162 6162 6162 6162 6162 8969 15130 14301 2260
"2026-07-09_19:26_UTC" 9368 9375 9368 9375 9368 9375 13536 13536 13536 6162 6162 6162 6162 6162 6162 8970 15131 14302 2260
"2026-07-09_20:30_UTC" 9370 9377 9370 9377 9370 9377 13538 13538 13538 6162 6162 6162 6162 6162 6162 8974 15133 14304 2261
"2026-07-10_00:18_UTC" 9372 9379 9372 9379 9372 9379 13546 13546 13546 6168 6168 6168 6168 6168 6168 8974 15140 14312 2261
"2026-07-10_01:26_UTC" 9372 9379 9372 9379 9372 9379 13546 13546 13546 6168 6168 6168 6168 6168 6168 8974 15140 14312 2261
"2026-07-10_06:16_UTC" 9370 9377 9370 9377 9370 9377 13546 13546 13546 6167 6167 6167 6167 6167 6167 8974 15140 14312 2261
"2026-07-10_08:03_UTC" 9370 9377 9370 9377 9370 9377 13546 13546 13546 6167 6167 6167 6167 6167 6167 8974 15140 14312 2261
"2026-07-10_12:41_UTC" 9370 9377 9370 9377 9370 9377 13546 13546 13546 6167 6167 6167 6167 6167 6167 8974 15139 14312 2261
"2026-07-10_14:49_UTC" 9370 9377 9370 9377 9370 9377 13546 13546 13546 6167 6167 6167 6167 6167 6167 8974 15139 14311 2261
